Gender,PromClass,Gender_code,PromSilver,PromTin,PromGold,Affl,Age,LTime,Spend,TargetBuy
F,Silver,1,1,0,0,10,22,1,4257.16,1
F,Gold,1,0,0,1,8,56,8,12000,0
F,Tin,1,0,1,0,10,66,12,0.01,0
F,Silver,1,1,0,0,9,34,4,4420,1
F,Platinum,1,0,0,0,12,62,3,20531.54,0
F,Gold,1,0,0,1,10,52,2,8000,0
F,Silver,1,1,0,0,4,51,2,35,0
F,Tin,1,0,1,0,6,36,4,0.01,0
M,Gold,0,0,0,1,10,77,4,6000,0
M,Tin,0,0,1,0,8,51,5,0.01,0
F,Tin,1,0,1,0,8,31,7,0.01,1
F,Silver,1,1,0,0,14,59,8,2000,1
F,Silver,1,1,0,0,7,55,4,3000,0
F,Silver,1,1,0,0,12,77,6,3000,0
F,Tin,1,0,1,0,7,30,5,0.01,0
F,Silver,1,1,0,0,15,42,1,2000,1
F,Silver,1,1,0,0,7,49,9,500,0
M,Gold,0,0,0,1,8,63,4,10000,0
M,Silver,0,1,0,0,11,32,4,420,0
F,Tin,1,0,1,0,16,33,7,0.01,0
F,Tin,1,0,1,0,8,32,4,0.01,1
F,Tin,1,0,1,0,10,44,5,0.01,0
M,Silver,0,1,0,0,5,66,4,3000,0
M,Silver,0,1,0,0,8,73,25,1241.34,0
M,Silver,0,1,0,0,6,54,8,3000,0
F,Gold,1,0,0,1,10,63,3,6000,0
M,Silver,0,1,0,0,13,51,12,3000,0
M,Silver,0,1,0,0,14,55,11,300,0
F,Tin,1,0,1,0,11,42,9,0.01,1
F,Silver,1,1,0,0,8,60,1,1000,0
M,Tin,0,0,1,0,15,57,8,0.01,0
F,Gold,1,0,0,1,10,67,29,12000,1
F,Silver,1,1,0,0,9,51,4,4800,0
F,Gold,1,0,0,1,11,66,8,5000.01,0
F,Gold,1,0,0,1,11,62,5,6000,1
M,Gold,0,0,0,1,6,68,3,10000,0
M,Silver,0,1,0,0,11,43,8,300,0
F,Tin,1,0,1,0,9,39,8,0.01,1
F,Tin,1,0,1,0,13,64,5,0.01,1
F,Gold,1,0,0,1,6,61,17,6000,0
F,Tin,1,0,1,0,11,35,9,0.01,1
F,Tin,1,0,1,0,9,51,5,0.01,0
F,Platinum,1,0,0,0,11,59,3,20219.71,0
M,Gold,0,0,0,1,16,61,2,6000,1
F,Gold,1,0,0,1,3,68,7,11000,0
M,Silver,0,1,0,0,8,65,3,5000,0
M,Silver,0,1,0,0,7,45,4,150.01,0
M,Silver,0,1,0,0,6,66,4,3000,0
F,Silver,1,1,0,0,8,46,6,2200,1
F,Silver,1,1,0,0,18,30,8,1000,1
M,Gold,0,0,0,1,5,47,5,6000,0
F,Tin,1,0,1,0,10,31,5,0.01,0
F,Gold,1,0,0,1,13,76,2,6000,1
F,Gold,1,0,0,1,10,79,1,6000,0
F,Silver,1,1,0,0,8,72,9,250,0
F,Silver,1,1,0,0,7,74,11,3000,1
F,Silver,1,1,0,0,11,44,2,2500,1
F,Tin,1,0,1,0,10,33,9,0.01,0
F,Tin,1,0,1,0,4,52,4,0.01,0
M,Gold,0,0,0,1,14,76,8,8700,0
F,Silver,1,1,0,0,9,38,1,2500,0
F,Tin,1,0,1,0,7,51,4,0.01,0
F,Gold,1,0,0,1,11,67,2,6000,1
F,Silver,1,1,0,0,7,54,2,3500,0
F,Tin,1,0,1,0,12,26,5,0.01,1
F,Silver,1,1,0,0,10,55,8,3000,0
F,Tin,1,0,1,0,6,43,5,0.01,0
F,Silver,1,1,0,0,23,30,3,107.89,1
F,Gold,1,0,0,1,8,50,3,17000,0
M,Gold,0,0,0,1,8,67,6,18053.35,0
F,Tin,1,0,1,0,10,40,8,0.01,1
F,Silver,1,1,0,0,7,77,19,3000,0
F,Gold,1,0,0,1,7,67,8,10800,0
F,Tin,1,0,1,0,7,55,9,0.01,1
F,Silver,1,1,0,0,10,74,7,4000.01,0
F,Tin,1,0,1,0,13,63,5,0.01,0
F,Gold,1,0,0,1,9,49,3,8000,0
F,Silver,1,1,0,0,6,70,9,3000,0
F,Gold,1,0,0,1,3,73,5,6000,0
F,Gold,1,0,0,1,8,66,4,10000,0
F,Tin,1,0,1,0,13,53,10,0.01,1
F,Silver,1,1,0,0,9,46,10,50,0
F,Gold,1,0,0,1,5,60,1,12000,1
F,Gold,1,0,0,1,9,48,8,12000,0
F,Silver,1,1,0,0,11,32,4,2920,1
M,Silver,0,1,0,0,6,48,8,120.5,0
F,Gold,1,0,0,1,8,52,6,12106.7,0
M,Silver,0,1,0,0,6,32,8,3000,1
F,Gold,1,0,0,1,9,70,8,12000,0
M,Tin,0,0,1,0,5,38,8,0.01,0
M,Gold,0,0,0,1,7,57,7,9105.32,0
F,Tin,1,0,1,0,6,40,5,0.01,0
M,Tin,0,0,1,0,13,50,8,0.01,1
F,Silver,1,1,0,0,15,22,3,1000,1
F,Gold,1,0,0,1,5,57,3,6000,0
F,Gold,1,0,0,1,8,78,8,12000,0
M,Tin,0,0,1,0,13,40,4,0.01,1
F,Gold,1,0,0,1,11,52,5,6200,1
F,Silver,1,1,0,0,13,70,1,3000,1
F,Gold,1,0,0,1,4,47,8,8800,0
F,Gold,1,0,0,1,6,72,21,10000,0
F,Tin,1,0,1,0,6,45,8,0.01,0
M,Gold,0,0,0,1,4,69,2,6000,0
F,Gold,1,0,0,1,9,67,2,6000,0
F,Silver,1,1,0,0,6,65,31,1177.7,0
M,Gold,0,0,0,1,13,62,1,6000,0
M,Silver,0,1,0,0,10,68,4,1000,0
F,Silver,1,1,0,0,7,37,2,5000,1
M,Gold,0,0,0,1,4,52,8,6105.32,0
F,Gold,1,0,0,1,6,74,14,6035.53,1
F,Silver,1,1,0,0,8,32,1,520,0
F,Tin,1,0,1,0,8,42,7,0.01,0
M,Gold,0,0,0,1,7,79,7,6053.35,0
F,Gold,1,0,0,1,7,34,2,6000,0
F,Gold,1,0,0,1,8,37,11,12000,0
F,Tin,1,0,1,0,3,32,5,0.01,1
F,Gold,1,0,0,1,10,44,6,6000,1
F,Silver,1,1,0,0,12,64,5,1070,0
M,Silver,0,1,0,0,8,39,7,50,1
F,Tin,1,0,1,0,10,43,5,0.01,1
F,Silver,1,1,0,0,10,44,1,600,1
F,Silver,1,1,0,0,11,53,5,1500,0
F,Gold,1,0,0,1,8,45,8,13000,0
F,Tin,1,0,1,0,12,34,5,0.01,1
F,Silver,1,1,0,0,9,54,2,2500,0
F,Tin,1,0,1,0,9,47,9,0.01,0
F,Silver,1,1,0,0,9,72,6,500,1
M,Tin,0,0,1,0,9,48,6,0.01,0
M,Gold,0,0,0,1,11,33,1,6000,1
F,Gold,1,0,0,1,5,49,7,16105.32,0
M,Silver,0,1,0,0,4,56,9,1000,0
F,Silver,1,1,0,0,9,55,4,420,0
M,Silver,0,1,0,0,9,68,8,2500,0
F,Gold,1,0,0,1,9,47,1,10000,0
F,Platinum,1,0,0,0,8,68,3,20039.88,0
F,Silver,1,1,0,0,12,79,0,600,0
F,Silver,1,1,0,0,9,61,19,4500,0
M,Tin,0,0,1,0,22,35,8,0.01,1
F,Silver,1,1,0,0,18,49,4,2000,1
F,Tin,1,0,1,0,9,48,5,0.01,0
F,Platinum,1,0,0,0,9,68,3,20728.91,0
F,Gold,1,0,0,1,6,70,4,15286.86,0
M,Silver,0,1,0,0,6,63,9,5000,0
F,Silver,1,1,0,0,5,61,4,3000,0
M,Gold,0,0,0,1,10,74,14,7553.35,0
M,Tin,0,0,1,0,12,49,5,0.01,0
F,Gold,1,0,0,1,12,75,3,18781.01,1
F,Silver,1,1,0,0,12,47,5,1800,0
F,Tin,1,0,1,0,11,46,9,0.01,1
M,Silver,0,1,0,0,9,48,11,3000,0
F,Tin,1,0,1,0,19,43,5,0.01,1
F,Silver,1,1,0,0,8,58,5,3000,1
F,Silver,1,1,0,0,6,32,6,5000,1
F,Gold,1,0,0,1,9,69,1,19000,1
F,Silver,1,1,0,0,7,55,9,500,0
F,Tin,1,0,1,0,8,56,9,0.01,0
F,Tin,1,0,1,0,4,31,8,0.01,1
F,Silver,1,1,0,0,6,76,11,1420,1
M,Tin,0,0,1,0,6,58,9,0.01,0
M,Tin,0,0,1,0,8,33,5,0.01,0
F,Platinum,1,0,0,0,6,65,3,29758.93,0
F,Gold,1,0,0,1,7,69,14,9600,0
M,Silver,0,1,0,0,8,42,9,1000.01,0
F,Tin,1,0,1,0,13,51,5,0.01,0
F,Tin,1,0,1,0,8,45,5,0.01,0
F,Silver,1,1,0,0,14,66,11,2380,0
F,Silver,1,1,0,0,4,54,4,600,0
F,Silver,1,1,0,0,9,53,4,5000,0
F,Tin,1,0,1,0,14,33,4,0.01,1
F,Tin,1,0,1,0,5,44,4,0.01,0
M,Silver,0,1,0,0,9,43,8,2000,1
F,Silver,1,1,0,0,12,67,13,2052.57,1
F,Silver,1,1,0,0,10,75,12,3000,0
F,Gold,1,0,0,1,10,62,6,7000,0
F,Gold,1,0,0,1,16,32,1,8000,1
F,Silver,1,1,0,0,8,55,5,2000,1
M,Tin,0,0,1,0,7,38,8,0.01,1
M,Tin,0,0,1,0,7,42,4,0.01,1
F,Gold,1,0,0,1,7,76,5,10000,1
F,Gold,1,0,0,1,9,62,4,5634.13,0
F,Gold,1,0,0,1,9,50,1,6000,1
F,Silver,1,1,0,0,10,73,1,4000,1
M,Silver,0,1,0,0,6,40,9,3000,0
M,Gold,0,0,0,1,9,43,6,6000,0
F,Silver,1,1,0,0,12,59,8,5000,0
F,Tin,1,0,1,0,12,38,5,0.01,1
F,Tin,1,0,1,0,11,67,7,0.01,0
M,Silver,0,1,0,0,12,49,10,2800,0
F,Platinum,1,0,0,0,8,63,3,20278.54,0
M,Gold,0,0,0,1,11,78,17,5800,0
F,Gold,1,0,0,1,10,73,6,13624.29,0
F,Gold,1,0,0,1,12,59,5,6000,1
M,Gold,0,0,0,1,8,46,7,18053.35,0
F,Gold,1,0,0,1,13,64,4,12000,0
F,Tin,1,0,1,0,15,50,5,0.01,1
F,Tin,1,0,1,0,7,68,4,0.01,0
F,Tin,1,0,1,0,7,62,9,0.01,0
F,Gold,1,0,0,1,4,52,4,10000,0
F,Gold,1,0,0,1,7,68,5,6000,0
F,Gold,1,0,0,1,8,60,8,10905.32,0
M,Silver,0,1,0,0,8,33,3,2500,0
M,Gold,0,0,0,1,9,58,26,12000,0
F,Gold,1,0,0,1,7,56,8,12053.37,0
M,Silver,0,1,0,0,13,60,11,1200,0
F,Gold,1,0,0,1,9,37,9,6000,1
F,Gold,1,0,0,1,10,79,26,12000,1
F,Gold,1,0,0,1,8,62,8,18000,0
F,Silver,1,1,0,0,8,45,4,420,0
F,Silver,1,1,0,0,9,68,11,3000,0
F,Silver,1,1,0,0,14,63,8,360,1
F,Gold,1,0,0,1,12,65,15,18730.85,0
F,Gold,1,0,0,1,5,71,1,6000,0
M,Gold,0,0,0,1,11,64,5,6000,0
F,Tin,1,0,1,0,7,71,18,0.01,0
M,Silver,0,1,0,0,9,67,5,4000,0
F,Gold,1,0,0,1,5,60,3,12000,1
F,Tin,1,0,1,0,10,65,8,0.01,0
F,Silver,1,1,0,0,12,53,11,300,0
F,Silver,1,1,0,0,7,40,5,420,0
F,Silver,1,1,0,0,4,36,7,4000,1
M,Silver,0,1,0,0,10,37,4,1000,0
F,Platinum,1,0,0,0,11,50,1,50000,0
M,Silver,0,1,0,0,7,51,6,2500,0
M,Tin,0,0,1,0,9,47,4,0.01,0
F,Gold,1,0,0,1,12,65,4,6053.34,0
F,Tin,1,0,1,0,6,35,5,0.01,0
F,Silver,1,1,0,0,10,53,8,600,1
F,Silver,1,1,0,0,9,58,5,3000,0
F,Tin,1,0,1,0,8,43,8,0.01,0
F,Silver,1,1,0,0,10,67,11,1036.06,0
F,Tin,1,0,1,0,8,49,9,0.01,0
F,Silver,1,1,0,0,10,49,8,540,0
F,Tin,1,0,1,0,19,46,7,0.01,1
M,Silver,0,1,0,0,7,53,4,2000,1
F,Gold,1,0,0,1,8,37,2,6000,0
M,Tin,0,0,1,0,4,48,5,0.01,1
F,Tin,1,0,1,0,10,36,5,0.01,1
F,Tin,1,0,1,0,11,51,8,0.01,0
F,Silver,1,1,0,0,9,44,3,241.46,1
M,Gold,0,0,0,1,13,51,7,15000,0
F,Gold,1,0,0,1,13,66,1,6000,0
F,Silver,1,1,0,0,9,76,5,3000,0
F,Silver,1,1,0,0,10,51,12,480,0
M,Gold,0,0,0,1,10,77,6,12053.35,1
M,Silver,0,1,0,0,7,63,1,1500,0
M,Silver,0,1,0,0,4,66,8,3000,0
M,Gold,0,0,0,1,6,59,7,6053.35,0
F,Gold,1,0,0,1,6,73,13,6000,0
F,Tin,1,0,1,0,8,29,5,0.01,1
M,Silver,0,1,0,0,6,49,5,1500,0
F,Tin,1,0,1,0,7,50,4,0.01,0
M,Tin,0,0,1,0,5,65,8,0.01,0
F,Gold,1,0,0,1,8,59,5,6053.35,0
M,Gold,0,0,0,1,5,50,2,6000,0
F,Tin,1,0,1,0,11,66,8,0.01,0
F,Silver,1,1,0,0,16,65,5,5000,1
M,Silver,0,1,0,0,6,56,5,1500,0
F,Gold,1,0,0,1,11,63,5,6000,0
M,Gold,0,0,0,1,11,65,3,9000,0
M,Silver,0,1,0,0,7,47,9,1000,0
F,Gold,1,0,0,1,11,64,5,14600,0
F,Tin,1,0,1,0,10,77,7,0.01,0
F,Tin,1,0,1,0,6,46,8,0.01,0
F,Tin,1,0,1,0,8,63,8,0.01,0
F,Silver,1,1,0,0,6,34,6,0.02,0
M,Gold,0,0,0,1,18,32,2,13098.59,0
F,Silver,1,1,0,0,11,54,8,420,0
F,Gold,1,0,0,1,12,46,8,6000,0
M,Silver,0,1,0,0,5,52,5,2000,0
F,Silver,1,1,0,0,11,32,4,1680,0
M,Tin,0,0,1,0,7,44,5,0.01,1
F,Silver,1,1,0,0,8,64,10,3000,0
F,Tin,1,0,1,0,10,66,8,0.01,0
F,Silver,1,1,0,0,13,70,9,3000,0
M,Silver,0,1,0,0,9,50,4,4000,0
M,Silver,0,1,0,0,10,61,9,1440.01,0
M,Tin,0,0,1,0,11,74,8,0.01,0
F,Gold,1,0,0,1,12,55,3,6000,1
F,Silver,1,1,0,0,12,43,5,100.01,1
F,Tin,1,0,1,0,8,38,8,0.01,1
F,Silver,1,1,0,0,8,36,9,200,1
M,Silver,0,1,0,0,13,61,4,3000,0
M,Silver,0,1,0,0,0,72,9,1250,0
F,Gold,1,0,0,1,6,45,4,6000,0
F,Silver,1,1,0,0,3,50,13,3000,0
M,Silver,0,1,0,0,13,53,9,4884.25,0
F,Tin,1,0,1,0,12,49,5,0.01,0
F,Silver,1,1,0,0,5,45,1,1000,0
M,Gold,0,0,0,1,12,41,3,7500,1
F,Tin,1,0,1,0,13,37,3,0.01,0
F,Gold,1,0,0,1,6,30,6,6000,1
M,Tin,0,0,1,0,11,68,7,0.01,0
F,Silver,1,1,0,0,10,64,4,1000,0
F,Gold,1,0,0,1,12,68,9,6653.34,1
F,Silver,1,1,0,0,7,36,9,2194.27,0
F,Silver,1,1,0,0,7,59,4,420,0
F,Gold,1,0,0,1,6,32,1,5500,0
M,Silver,0,1,0,0,9,44,5,0.02,0
F,Gold,1,0,0,1,11,36,8,6000,1
M,Gold,0,0,0,1,9,57,8,6000,0
F,Platinum,1,0,0,0,12,62,3,20308.51,0
F,Tin,1,0,1,0,11,43,6,0.01,1
M,Gold,0,0,0,1,5,65,8,12000,0
M,Silver,0,1,0,0,3,51,10,1019.31,0
F,Silver,1,1,0,0,9,47,2,100,0
F,Gold,1,0,0,1,9,56,2,8000,1
F,Tin,1,0,1,0,7,30,8,0.01,0
F,Silver,1,1,0,0,15,37,2,2000,0
F,Gold,1,0,0,1,8,65,4,10000,0
M,Gold,0,0,0,1,6,48,1,6000,0
F,Platinum,1,0,0,0,8,67,3,20322.09,1
F,Gold,1,0,0,1,8,77,4,10000,0
M,Silver,0,1,0,0,10,48,9,1020,0
F,Gold,1,0,0,1,8,71,6,12053.34,0
F,Silver,1,1,0,0,9,53,3,3000,0
F,Gold,1,0,0,1,11,69,2,6000,0
M,Gold,0,0,0,1,11,39,3,12000,0
M,Gold,0,0,0,1,4,65,1,6000,0
F,Gold,1,0,0,1,4,72,6,6026.67,0
F,Gold,1,0,0,1,10,49,7,6000,0
M,Tin,0,0,1,0,7,54,5,0.01,0
M,Silver,0,1,0,0,5,34,1,3000,0
M,Gold,0,0,0,1,8,71,5,6000,0
F,Tin,1,0,1,0,19,38,9,0.01,1
F,Gold,1,0,0,1,8,79,6,6053.35,0
F,Tin,1,0,1,0,16,47,5,0.01,0
F,Tin,1,0,1,0,15,49,5,0.01,1
M,Platinum,0,0,0,0,6,73,6,21000,0
F,Tin,1,0,1,0,9,39,8,0.01,1
M,Silver,0,1,0,0,16,54,2,60,0
F,Silver,1,1,0,0,8,64,6,3000,0
F,Silver,1,1,0,0,5,62,4,420,0
F,Tin,1,0,1,0,7,40,7,0.01,0
F,Gold,1,0,0,1,8,68,8,13884.25,0
M,Silver,0,1,0,0,3,59,5,3000,0
F,Tin,1,0,1,0,14,34,8,0.01,1
F,Silver,1,1,0,0,15,48,9,0.02,0
F,Gold,1,0,0,1,4,61,10,6053.34,0
M,Silver,0,1,0,0,12,65,8,3100,0
F,Tin,1,0,1,0,5,40,5,0.01,0
F,Silver,1,1,0,0,4,33,5,1680,0
F,Silver,1,1,0,0,9,42,9,3000,1
M,Silver,0,1,0,0,7,59,8,360,0
F,Tin,1,0,1,0,9,53,9,0.01,0
F,Silver,1,1,0,0,17,31,3,150,1
F,Tin,1,0,1,0,11,44,5,0.01,1
F,Gold,1,0,0,1,6,58,11,6200.01,0
F,Silver,1,1,0,0,15,29,2,1000,1
M,Gold,0,0,0,1,5,72,24,6000,0
M,Silver,0,1,0,0,5,36,2,100,1
F,Tin,1,0,1,0,3,53,7,0.01,0
F,Tin,1,0,1,0,13,44,4,0.01,0
F,Silver,1,1,0,0,15,69,19,420,1
F,Gold,1,0,0,1,7,44,3,6000,0
F,Tin,1,0,1,0,6,61,29,0.01,0
M,Silver,0,1,0,0,11,52,5,2000,0
F,Gold,1,0,0,1,7,37,4,15000,1
F,Silver,1,1,0,0,4,52,4,480,0
M,Silver,0,1,0,0,9,73,1,4000,0
F,Silver,1,1,0,0,8,43,4,1000,1
F,Silver,1,1,0,0,10,38,9,300,1
M,Gold,0,0,0,1,11,62,7,18194.13,0
F,Silver,1,1,0,0,7,60,5,4500,0
M,Silver,0,1,0,0,11,64,8,4884.25,0
F,Gold,1,0,0,1,9,60,4,11000.01,0
M,Tin,0,0,1,0,10,61,5,0.01,0
F,Gold,1,0,0,1,7,72,8,8000,0
F,Gold,1,0,0,1,10,60,12,12140.78,1
F,Silver,1,1,0,0,7,34,1,1000,1
M,Tin,0,0,1,0,13,54,8,0.01,0
F,Silver,1,1,0,0,8,25,4,900,1
F,Tin,1,0,1,0,6,24,4,0.01,1
F,Tin,1,0,1,0,13,31,6,0.01,1
F,Silver,1,1,0,0,9,55,10,420,0
M,Silver,0,1,0,0,13,60,6,5000,0
F,Tin,1,0,1,0,8,51,8,0.01,0
M,Gold,0,0,0,1,7,54,8,12000,0
F,Silver,1,1,0,0,3,78,1,1000,0
F,Silver,1,1,0,0,9,43,5,2180.01,1
M,Platinum,0,0,0,0,11,55,3,20354.22,0
F,Gold,1,0,0,1,11,58,1,11000,0
F,Silver,1,1,0,0,12,26,3,3000,1
M,Silver,0,1,0,0,4,51,5,2500,0
F,Gold,1,0,0,1,4,63,6,6000,0
F,Silver,1,1,0,0,3,41,11,50,0
F,Tin,1,0,1,0,10,67,9,0.01,0
F,Gold,1,0,0,1,6,75,4,6000,1
M,Tin,0,0,1,0,15,40,5,0.01,1
M,Silver,0,1,0,0,6,55,5,4200,0
F,Tin,1,0,1,0,9,51,5,0.01,0
F,Silver,1,1,0,0,7,56,5,1500,0
F,Silver,1,1,0,0,9,64,12,4284.25,0
F,Gold,1,0,0,1,7,47,8,9000,1
F,Silver,1,1,0,0,4,45,5,1000,0
F,Tin,1,0,1,0,7,44,9,0.01,0
F,Tin,1,0,1,0,9,42,7,0.01,1
M,Silver,0,1,0,0,4,67,12,1000,0
F,Gold,1,0,0,1,10,62,2,9000,0
F,Silver,1,1,0,0,9,36,8,1000,1
F,Gold,1,0,0,1,8,59,4,9465.78,1
F,Tin,1,0,1,0,3,38,4,0.01,0
F,Tin,1,0,1,0,8,40,5,0.01,0
M,Tin,0,0,1,0,7,61,5,0.01,0
F,Silver,1,1,0,0,7,30,4,3000,0
F,Silver,1,1,0,0,6,23,3,3000,0
F,Gold,1,0,0,1,8,71,8,5000.01,1
F,Silver,1,1,0,0,5,71,2,3000,0
F,Gold,1,0,0,1,5,49,1,6000,0
F,Silver,1,1,0,0,10,27,1,100,1
M,Silver,0,1,0,0,7,51,9,500,0
F,Silver,1,1,0,0,10,59,6,2000,0
F,Tin,1,0,1,0,12,52,5,0.01,0
F,Silver,1,1,0,0,9,69,12,3000,1
F,Gold,1,0,0,1,5,52,2,6000,0
F,Tin,1,0,1,0,11,34,5,0.01,1
F,Gold,1,0,0,1,3,60,1,6000,0
F,Tin,1,0,1,0,5,56,9,0.01,0
M,Tin,0,0,1,0,11,28,5,0.01,0
M,Tin,0,0,1,0,9,40,5,0.01,0
F,Silver,1,1,0,0,9,53,5,5000,0
M,Tin,0,0,1,0,3,57,8,0.01,0
M,Silver,0,1,0,0,5,46,8,3000,0
M,Gold,0,0,0,1,6,60,10,6000,0
M,Gold,0,0,0,1,7,54,2,9250,0
M,Gold,0,0,0,1,7,29,3,6000,1
M,Silver,0,1,0,0,11,77,22,1000,1
F,Tin,1,0,1,0,7,41,4,0.01,0
F,Gold,1,0,0,1,20,41,1,6400,1
F,Gold,1,0,0,1,5,60,2,9058.9,0
M,Platinum,0,0,0,0,11,52,4,22500,0
F,Silver,1,1,0,0,8,32,5,3000,1
F,Gold,1,0,0,1,5,48,8,9107.64,0
M,Silver,0,1,0,0,18,50,5,50.01,1
F,Silver,1,1,0,0,14,73,10,3000,0
M,Gold,0,0,0,1,11,56,4,6000,0
F,Tin,1,0,1,0,11,33,4,0.01,1
F,Silver,1,1,0,0,12,48,10,50,1
F,Gold,1,0,0,1,13,69,2,6000,0
F,Tin,1,0,1,0,11,39,4,0.01,1
M,Gold,0,0,0,1,9,54,1,10000,0
F,Silver,1,1,0,0,10,61,8,2000,1
M,Gold,0,0,0,1,7,64,12,7500,0
F,Gold,1,0,0,1,14,65,12,12000,1
M,Silver,0,1,0,0,9,51,1,3000,0
M,Silver,0,1,0,0,21,35,3,2000,1
F,Tin,1,0,1,0,11,44,4,0.01,1
M,Gold,0,0,0,1,7,44,7,18078.34,0
M,Gold,0,0,0,1,13,56,8,8100,1
M,Platinum,0,0,0,0,8,70,24,30000,0
M,Silver,0,1,0,0,9,63,5,4000,0
M,Silver,0,1,0,0,13,33,4,0.03,1
M,Silver,0,1,0,0,9,47,15,1000,0
F,Tin,1,0,1,0,11,35,7,0.01,1
F,Silver,1,1,0,0,10,44,2,50,1
F,Silver,1,1,0,0,9,43,10,50,0
M,Gold,0,0,0,1,13,56,14,7000,0
M,Tin,0,0,1,0,11,49,8,0.01,0
F,Tin,1,0,1,0,9,41,7,0.01,1
F,Tin,1,0,1,0,2,30,5,0.01,0
M,Gold,0,0,0,1,10,59,3,6000,0
M,Silver,0,1,0,0,12,69,28,1643.24,0
M,Silver,0,1,0,0,8,71,15,4000,0
M,Silver,0,1,0,0,7,69,12,800,0
F,Tin,1,0,1,0,7,48,9,0.01,0
F,Silver,1,1,0,0,9,71,5,1500,0
F,Gold,1,0,0,1,13,75,2,7200,0
F,Tin,1,0,1,0,4,40,4,0.01,1
F,Silver,1,1,0,0,8,54,1,500,1
M,Silver,0,1,0,0,12,64,4,2000,0
F,Tin,1,0,1,0,5,33,5,0.01,1
M,Gold,0,0,0,1,14,79,1,10000,0
F,Gold,1,0,0,1,10,58,9,6000,0
M,Silver,0,1,0,0,4,54,4,5000,0
F,Gold,1,0,0,1,10,63,8,6680.01,0
F,Platinum,1,0,0,0,2,58,3,20182.18,0
F,Gold,1,0,0,1,9,50,11,12000,0
M,Gold,0,0,0,1,6,59,2,17000,0
F,Tin,1,0,1,0,7,51,4,0.01,0
M,Gold,0,0,0,1,5,61,7,17853.35,0
M,Tin,0,0,1,0,9,35,4,0.01,0
M,Tin,0,0,1,0,11,48,10,0.01,0
F,Silver,1,1,0,0,12,43,9,3620,1
M,Platinum,0,0,0,0,6,65,15,40000,0
F,Tin,1,0,1,0,7,50,5,0.01,0
F,Silver,1,1,0,0,4,60,23,1500,0
F,Gold,1,0,0,1,12,27,5,6107.64,1
F,Silver,1,1,0,0,7,50,2,2500,0
M,Tin,0,0,1,0,7,37,8,0.01,1
M,Silver,0,1,0,0,9,43,3,3000,0
M,Tin,0,0,1,0,7,56,9,0.01,0
F,Gold,1,0,0,1,5,44,2,6000,0
M,Tin,0,0,1,0,7,58,5,0.01,0
M,Tin,0,0,1,0,7,32,5,0.01,0
M,Silver,0,1,0,0,4,54,3,1500,0
F,Silver,1,1,0,0,11,76,4,1000,0
F,Gold,1,0,0,1,6,61,5,6000,0
F,Gold,1,0,0,1,10,54,1,10800,0
F,Tin,1,0,1,0,6,44,5,0.01,0
M,Silver,0,1,0,0,6,63,10,480,0
F,Silver,1,1,0,0,7,58,10,480,1
F,Gold,1,0,0,1,11,55,4,10000,0
F,Gold,1,0,0,1,6,52,11,6500,0
F,Tin,1,0,1,0,13,54,9,0.01,0
M,Gold,0,0,0,1,7,60,10,6000,0
M,Silver,0,1,0,0,8,65,3,2400,0
F,Silver,1,1,0,0,9,77,5,1500,0
M,Gold,0,0,0,1,7,73,8,6133.15,0
F,Gold,1,0,0,1,6,53,2,6000,0
F,Silver,1,1,0,0,9,32,1,2400,1
F,Silver,1,1,0,0,14,37,11,1000,1
M,Tin,0,0,1,0,9,46,5,0.01,0
F,Silver,1,1,0,0,8,56,30,1000,0
F,Silver,1,1,0,0,9,49,9,1000,1
F,Tin,1,0,1,0,6,74,9,0.01,0
M,Silver,0,1,0,0,7,41,5,3052.66,0
M,Silver,0,1,0,0,9,22,1,2000,0
M,Silver,0,1,0,0,7,70,7,4800,0
M,Tin,0,0,1,0,6,76,4,0.01,0
F,Silver,1,1,0,0,10,62,8,1100,0
F,Silver,1,1,0,0,7,53,8,50.01,0
M,Gold,0,0,0,1,7,61,8,12000,0
F,Silver,1,1,0,0,12,28,4,2000,0
M,Tin,0,0,1,0,4,52,8,0.01,0
M,Tin,0,0,1,0,7,49,5,0.01,0
F,Tin,1,0,1,0,5,48,4,0.01,0
F,Silver,1,1,0,0,15,37,4,1680,1
F,Platinum,1,0,0,0,6,75,1,28260,0
F,Silver,1,1,0,0,11,59,4,1500,1
F,Silver,1,1,0,0,5,56,9,500,0
F,Silver,1,1,0,0,4,59,1,3000,0
F,Tin,1,0,1,0,9,29,5,0.01,1
F,Silver,1,1,0,0,11,39,2,49.72,1
F,Platinum,1,0,0,0,7,75,22,34268.5,0
F,Silver,1,1,0,0,13,37,1,1200,1
F,Gold,1,0,0,1,8,63,7,15052.66,0
F,Tin,1,0,1,0,14,29,7,0.01,1
F,Silver,1,1,0,0,8,52,7,10.01,0
F,Gold,1,0,0,1,3,67,8,6000,0
F,Gold,1,0,0,1,1,51,3,6000,0
M,Silver,0,1,0,0,10,56,8,50.01,0
M,Gold,0,0,0,1,11,66,1,11054.8,1
F,Gold,1,0,0,1,10,76,1,18000,0
F,Gold,1,0,0,1,5,58,7,6105.32,0
F,Tin,1,0,1,0,11,51,5,0.01,0
F,Tin,1,0,1,0,6,44,8,0.01,0
M,Silver,0,1,0,0,7,44,8,4000.01,1
